name;description;longitude;latitude
Ceintuurbaan Zuid - Schiphol;Krachtstroom EV-Box EVB-P1407153 mennekes;4.76069485;52.30715387
Schoneveldsdijk  Rijssen;Stopcontact EV-Box EVB-P1420003 mennekes;6.49805093;52.32267147
Schoneveldsdijk  Rijssen;Stopcontact EV-Box EVB-P1420003 mennekes;6.49805093;52.32267147
Kralingse Plaslaan 44 Rotterdam;Krachtstroom EV-Box EVB-P1403094 mennekes;4.51163;51.93109
Kralingse Plaslaan 44 Rotterdam;Krachtstroom EV-Box EVB-P1403094 mennekes;4.51163;51.93109
Erroll Garnerstraat 3 Almere;Stopcontact EV-Box EVB-P1413103 mennekes;5.18227618;52.36661008
Oudeweg 115 Haarlem;Krachtstroom EV-Box EVB-P1414288 mennekes;4.66252608;52.38607763
Lünenstraat 9 Zwolle;Krachtstroom NewMotion 03006019 mennekes;6.0864722;52.5019291
Rietven 91 Deurne;Stopcontact C03536 J1772;5.768908560276;51.462008866366
Groenendaal 225 Rotterdam;Krachtstroom EV-Box EVB-P1427234 mennekes;4.49318;51.92141
Arent van 's Gravesandestraat 164 Rotterdam;Krachtstroom EV-Box EVB-P1403090 mennekes;4.53482;51.94453
Arent van 's Gravesandestraat 164 Rotterdam;Krachtstroom EV-Box EVB-P1403090 mennekes;4.53482;51.94453
Oranjebaan 12 Amstelveen;Krachtstroom EV-Box EVB-P1425235 mennekes;4.87312305;52.30264595
Oranjebaan 12 Amstelveen;Krachtstroom EV-Box EVB-P1425235 mennekes;4.87312305;52.30264595
Schietbaanlaan 54 Rotterdam;Krachtstroom EV-Box EVB-P1403087 mennekes;4.46036;51.91566
Schietbaanlaan 54 Rotterdam;Krachtstroom EV-Box EVB-P1403087 mennekes;4.46036;51.91566
Klimvaren 9 Rotterdam;Krachtstroom EV-Box EVB-P1410152 mennekes;4.5276652;51.9599033
Veerweg 6A Wolphaartsdijk;Stopcontact EV-Box EVB-P1413014 mennekes;3.81689753;51.53445203
Bilderdijkkade 54 Amsterdam;Stopcontact EV-Box EVB-P1420105 mennekes;4.8699985;52.3672774
Rathenaustraße  Neu-Isenburg;Krachtstroom Essent EM-DE-06438009-01-00002 mennekes;8.691565;50.04211
Egide Walschaerttstraat 20 Mechelen;Krachtstroom EV-Box EVB-P1421221 mennekes;4.463061876831034;51.00264678873256
Rijksweg 388 Santpoort-Noord;Krachtstroom Allego NLALLEGO0004991 mennekes;4.64797066;52.43378051
Rijksweg 388 Santpoort-Noord;Krachtstroom Allego NLALLEGO0004992 mennekes;4.64797066;52.43378051
De Lasso 66 Roelofarendsveen;Krachtstroom EV-Box EVB-P1403043 mennekes;4.62456008;52.20770333
De Lasso 66 Roelofarendsveen;Krachtstroom EV-Box EVB-P1403043 mennekes;4.62456008;52.20770333
Dieselweg  Bad Homburg vor der Höhe;Stopcontact Essent EM-DE-06434001-01-00005 chademo;8.614606;50.21894
Dieselweg  Bad Homburg vor der Höhe;Stopcontact Essent EM-DE-06434001-01-00005 chademo;8.614606;50.21894
Dieselweg  Bad Homburg vor der Höhe;Krachtstroom Essent EM-DE-06434001-01-00005 mennekes;8.614606;50.21894
Bahnweg  Bad Soden;Stopcontact Essent EM-DE-06436001-01-00001 chademo;8.51332;50.136309
Bahnweg  Bad Soden;Krachtstroom Essent EM-DE-06436001-01-00001 mennekes;8.51332;50.136309
Offenbacher Straße  Dietzenbach;Krachtstroom Essent EM-DE-06438001-01-00001 mennekes;8.781886;50.019377
Offenbacher Straße  Dietzenbach;Krachtstroom Essent EM-DE-06438001-01-00001 mennekes;8.781886;50.019377
Rathenaustraße  Neu-Isenburg;Stopcontact Essent EM-DE-06438009-01-00002 chademo;8.691565;50.04211
Maaswijkstraat 1 Den Haag;Krachtstroom Alfen GDH4872 mennekes;4.278763;52.109364
Computerweg 9 Amsterdam;Krachtstroom EV-Box EVB-P1421007 mennekes;4.8911;52.40626
Hengelosestraat 727 Enschede;Stopcontact EV-Box EVB-P1403035 mennekes;6.84183365;52.24062422
Raadhuisplein 13 Meerkerk;Stopcontact EV-Box EVB-P1408109 mennekes;4.99572025;51.92046887
Hengelosestraat 727 Enschede;Stopcontact EV-Box EVB-P1403035 mennekes;6.84183365;52.24062422
Lutterveld 4 Erichem;Krachtstroom EV-Box EVB-P1403031 mennekes;5.3651;51.89964
Lutterveld 4 Erichem;Krachtstroom EV-Box EVB-P1403031 mennekes;5.3651;51.89964
Nieuwe Deventerweg 129 Zwolle;Krachtstroom EV-Box EVB-P1420084 mennekes;6.11580938;52.48526018
Lucas Gasselstraat 8 Eindhoven;Krachtstroom EV-Box EVB-P1403029 mennekes;5.4942701;51.4352401
Albardastraat 15 Den Haag;Krachtstroom Alfen GDH3032 mennekes;4.250361;52.06276
Breitnerstraat 1 Amsterdam;Krachtstroom EV-Box EVB-P1403004 mennekes;4.87351548;52.35111622
Breitnerstraat 1 Amsterdam;Krachtstroom EV-Box EVB-P1403004 mennekes;4.87351548;52.35111622
Robijnstraat 3 Alkmaar;Krachtstroom EV-Box EVB-P1403002 mennekes;4.75775203;52.61560753
Robijnstraat 3 Alkmaar;Krachtstroom EV-Box EVB-P1403002 mennekes;4.75775203;52.61560753
Dr.-Max-Fremery-Straße 3 Kelsterbach;Stopcontact Essent EM-DE-06433007-01-00002 chademo;8.520729;50.05868
Gasthuisring 60 Tilburg;Krachtstroom NewMotion 03007313 mennekes;5.0776695;51.5609236
Schloßpl. 1 Stegaurach;Krachtstroom NewMotion ICUEVE900064 mennekes;10.8435098;49.8636217
Salvador Allendelaan 7 's-Hertogenbosch;Krachtstroom EV-Box EVB-P1349104 mennekes;5.30543;51.71055158
Archimedesbaan 3-18 Nieuwegein;Krachtstroom EV-Box EVB-P1410112 mennekes;5.1061116;52.03501095
Antonie van Leeuwenhoeklaan 11 Bilthoven;Krachtstroom EV-Box EVB-P1402495 mennekes;5.18995042;52.1181526
Antonie van Leeuwenhoeklaan 11 Bilthoven;Krachtstroom EV-Box EVB-P1402495 mennekes;5.18995042;52.1181526
Antonie van Leeuwenhoeklaan 11 Bilthoven;Krachtstroom EV-Box EVB-P1402495 mennekes;5.18995042;52.1181526
Antonie van Leeuwenhoeklaan 11 Bilthoven;Krachtstroom EV-Box EVB-P1402495 mennekes;5.18995042;52.1181526
Antonie van Leeuwenhoeklaan 11 Bilthoven;Krachtstroom EV-Box EVB-P1402495 mennekes;5.18995042;52.1181526
Antonie van Leeuwenhoeklaan 11 Bilthoven;Krachtstroom EV-Box EVB-P1402495 mennekes;5.18995042;52.1181526
Dr.-Max-Fremery-Straße 3 Kelsterbach;Stopcontact Essent EM-DE-06433007-01-00002 chademo;8.520729;50.05868
Dr.-Max-Fremery-Straße 3 Kelsterbach;Krachtstroom Essent EM-DE-06433007-01-00002 mennekes;8.520729;50.05868
Oudedijk 26 Maasdijk;Krachtstroom EV-Box EVB-P1402484 mennekes;4.22097;51.96471
Oudedijk 26 Maasdijk;Krachtstroom EV-Box EVB-P1402484 mennekes;4.22097;51.96471
Oudedijk 26 Maasdijk;Krachtstroom EV-Box EVB-P1402484 mennekes;4.22097;51.96471
Oudedijk 26 Maasdijk;Krachtstroom EV-Box EVB-P1402484 mennekes;4.22097;51.96471
Oudedijk 26 Maasdijk;Krachtstroom EV-Box EVB-P1402484 mennekes;4.22097;51.96471
Oudedijk 26 Maasdijk;Krachtstroom EV-Box EVB-P1402484 mennekes;4.22097;51.96471
Oudedijk 26 Maasdijk;Krachtstroom EV-Box EVB-P1402484 mennekes;4.22097;51.96471
Oudedijk 26 Maasdijk;Krachtstroom EV-Box EVB-P1402484 mennekes;4.22097;51.96471
Oudedijk 26 Maasdijk;Krachtstroom EV-Box EVB-P1402484 mennekes;4.22097;51.96471
Oudedijk 26 Maasdijk;Krachtstroom EV-Box EVB-P1402484 mennekes;4.22097;51.96471
Stationsstraat 14 Tilburg;Krachtstroom EV-Box EVB-P1402482 mennekes;5.08368;51.55933
Stationsstraat 14 Tilburg;Krachtstroom EV-Box EVB-P1402482 mennekes;5.08368;51.55933
Edith Magnusstraat 29 Amsterdam-Zuidoost;Stopcontact EV-Box EVB-P1417176 mennekes;4.96072;52.32199
Zevenwoudelaan nabij 223 Den Haag;Krachtstroom Alfen GDH3111 mennekes;4.2905;52.035002
Mortiereboulevard 4 Middelburg;Krachtstroom EV-Box EVB-P1402477 mennekes;3.62417055;51.48049745
Mortiereboulevard 4 Middelburg;Krachtstroom EV-Box EVB-P1402477 mennekes;3.62417055;51.48049745
Haarlemmerstraatweg 183 Haarlemmerliede;Krachtstroom EV-Box EVB-P1402475 mennekes;4.68859;52.3823
Haarlemmerstraatweg 183 Haarlemmerliede;Krachtstroom EV-Box EVB-P1402475 mennekes;4.68859;52.3823
Siemensstraße  Wiesbaden;Stopcontact Essent EM-DE-06414000-05-00001 chademo;8.338708;50.059053
Siemensstraße  Wiesbaden;Krachtstroom Essent EM-DE-06414000-05-00001 mennekes;8.338708;50.059053
Stadsring 185 Amersfoort;Krachtstroom EV-Box EVB-P1402468 mennekes;5.3970964;52.1556482
Stadsring 185 Amersfoort;Krachtstroom EV-Box EVB-P1402468 mennekes;5.3970964;52.1556482
Vlietpark 12 Hoogmade;Krachtstroom EV-Box EVB-P1402461 mennekes;4.5833284;52.16816395
Corridor 11 Veghel;Krachtstroom EV-Box EVB-P1402453 mennekes;5.52664145;51.60591245
Corridor 11 Veghel;Krachtstroom EV-Box EVB-P1402453 mennekes;5.52664145;51.60591245
Corridor 11 Veghel;Krachtstroom EV-Box EVB-P1402453 mennekes;5.52664145;51.60591245
Corridor 11 Veghel;Krachtstroom EV-Box EVB-P1402453 mennekes;5.52664145;51.60591245
Parcivalring 78 's-Hertogenbosch;Krachtstroom EVnetNL PNB-ENO110 mennekes;5.257529;51.728942
Ceintuurbaan Zuid - Schiphol;Krachtstroom EV-Box EVB-P1335139 mennekes;4.7556961;52.3060949
Oude Larenseweg 93 Epse;Stopcontact EV-Box EVB-P1406069 mennekes;6.26173117;52.21757537
Rostocker Straße  Wiesbaden;Stopcontact Essent EM-DE-06414000-04-00001 chademo;8.289704;50.088756
Ingelandenstraat 12 Delfgauw;Stopcontact NewMotion 02012774 mennekes;4.3971729;52.0025626
Fritz Conijnstraat 26 Amsterdam;Krachtstroom Nuon EVB-P1607137 mennekes;4.835914;52.383964
Fritz Conijnstraat 26 Amsterdam;Krachtstroom Nuon EVB-P1607137 mennekes;4.835914;52.383964
Bedaplatz  Bitburg;Krachtstroom Essent EM-DE-07232018-01-00004 mennekes;6.52162;49.97051
Kettelerstraße  Offenbach am Main;Stopcontact Essent EM-DE-06413000-01-00002 chademo;8.78755;50.108356
Rostocker Straße  Wiesbaden;Krachtstroom Essent EM-DE-06414000-04-00001 mennekes;8.289704;50.088756
Anholtseweg 34 Dinxperlo;Krachtstroom EV-Box EVB-P1402435 mennekes;6.47349;51.85586
Anholtseweg 34 Dinxperlo;Krachtstroom EV-Box EVB-P1402435 mennekes;6.47349;51.85586
Thomas R. Malthusstraat 5 Amsterdam;Krachtstroom EV-Box EVB-P1611716 mennekes;4.82334;52.34011
Hasseltsesteenweg 164-188 Sint-Truiden;Stopcontact EV-Box EVB-P1602124 mennekes;5.20601448;50.83264345
Raimundstraße 101 Frankfurt;Stopcontact Essent EM-DE-06412000-07-00002 chademo;8.662332;50.140667
Raimundstraße 101 Frankfurt;Krachtstroom Essent EM-DE-06412000-07-00002 mennekes;8.662332;50.140667
Berner Straße 79 Frankfurt;Stopcontact Essent EM-DE-06412000-14-00001 chademo;8.657441;50.19412
Berner Straße 79 Frankfurt;Krachtstroom Essent EM-DE-06412000-14-00001 mennekes;8.657441;50.19412
Berner Straße 79 Frankfurt;Stopcontact Essent EM-DE-06412000-14-00001 chademo;8.657441;50.19412
Hartmannstraße  Offenbach am Main;Stopcontact Essent EM-DE-06413000-01-00001 chademo;8.773213;50.088874
Hartmannstraße  Offenbach am Main;Krachtstroom Essent EM-DE-06413000-01-00001 mennekes;8.773213;50.088874
Kettelerstraße  Offenbach am Main;Krachtstroom Essent EM-DE-06413000-01-00002 mennekes;8.78755;50.108356
Juliana van Stolberglaan 148 Den Haag;Krachtstroom Alfen GDH2891 mennekes;4.334284;52.082776
Lohengrinstraat 1 Den Haag;Krachtstroom Alfen GDH3552 mennekes;4.240401;52.064775
Natuursteen 2 Houten;Krachtstroom EV-Box EVB-P1413170 mennekes;5.17862467;52.01277945
Stakenbergerhout  98 Harderwijk;Krachtstroom Allego NLALLEGO0016571 mennekes;5.60422841;52.32046388
Bergrand 228 Roosendaal;Krachtstroom EV-Box EVB-P1402406 mennekes;4.44798;51.52301
Bergrand 228 Roosendaal;Krachtstroom EV-Box EVB-P1402406 mennekes;4.44798;51.52301
Sint Elisabethstraat 18 Hank;Stopcontact EV-Box EVB-P1402352 mennekes;4.89404;51.73233
Jozef Israëlskade 97 Amsterdam;Krachtstroom Nuon EVB-P1552011 mennekes;4.903719;52.349259
Goosse van der Windstraat 39 Rotterdam;Krachtstroom EV-Box EVB-P1529003 mennekes;4.530509;51.9244818
Markt 30 Arnhem;Stopcontact EV-Box EVB-P1402343 mennekes;5.90902812;51.97735505
Alfred-Brehm-Platz  Frankfurt;Krachtstroom Essent EM-DE-06412000-04-00001 mennekes;8.697678;50.115675
Alfred-Brehm-Platz  Frankfurt;Krachtstroom Essent EM-DE-06412000-04-00001 mennekes;8.697678;50.115675
De Schans 15 Alphen aan den Rijn;Krachtstroom EV-Box EVB-P1430266 mennekes;4.66801217;52.11750678
Pastoor Savenijelaan 19 Oosterhout;Stopcontact EV-Box EVB-P1402340 mennekes;5.82805418;51.87725427
Bierbrouwersweg 31 Woerden;Krachtstroom EV-Box EVB-P1430173 mennekes;4.86013;52.08382
Libellestraat 6 Berkel en Rodenrijs;Stopcontact EV-Box EVB-P1402329 mennekes;4.48308207;52.00769158
Rijksweg A12 1 Hellevliet Harmelen;Snellader Allego NLALLEGO0002882 combo;4.982638;52.081624
Rijksweg A12 1 Hellevliet Harmelen;Snellader Allego NLALLEGO0002881 chademo;4.982638;52.081624
Sevillaweg 142 Rotterdam;Krachtstroom NewMotion ICUEVE900060 mennekes;4.4038579;51.9381333
Oostendse Steenweg 108-112 Brugge;Krachtstroom EV-Box EVB-P1419514 mennekes;3.20270525;51.22298692
Zuster Boerestraat 17 's-Hertogenbosch;Stopcontact EV-Box EVB-P1402295 mennekes;5.26480852;51.72481063
Berencamperweg 4 Nijkerk;Stopcontact NewMotion 02013347 mennekes;5.48733;52.2336477
Oude Haagseweg 20 Amsterdam;Krachtstroom NewMotion 03007754 mennekes;4.816481;52.3373377
Pyreneeënstraat 22 Woerden;Stopcontact EV-Box EVB-P1402232 mennekes;4.906;52.0825
Riouwstraat nabij 40 Den Haag;Krachtstroom Ecotap GDH629 mennekes;4.29897;52.091911
Pieter Hoebeeweg 4676 Dordrecht;Stopcontact EV-Box EVB-P1402219 mennekes;4.62929348;51.79791342
De Beaufortlaan 7 Driebergen-Rijsenburg;Stopcontact EV-Box EVB-P1402218 mennekes;5.29512857;52.05916005
Orionstraat 3 Den Haag;Krachtstroom Ecotap GDH634 mennekes;4.34054;52.069752
maasstadweg 7 Rotterdam;Krachtstroom EV-Box EVB-P1406108 mennekes;4.53667;51.88045
Carrouselplein 10 Ommen;Krachtstroom EV-Box EVB-P1536603 mennekes;6.4212928;52.52667947
Molenlaan 193 Rotterdam;Krachtstroom EV-Box EVB-P1531055 mennekes;4.50617;51.95844
Professor van de Veldenstraat 8 Boekel;Stopcontact EV-Box EVB-P1345115 mennekes;5.67706;51.6012
Bezuidenhoutseweg t.o. 480 Den Haag;Krachtstroom Alfen GDH3051 mennekes;4.361123;52.100165
Zilverstraat 1 Zoetermeer;Stopcontact NewMotion 02004524 mennekes;4.50272750854492;52.043285369873
Ambachtenlaan 4 Lochristi;Krachtstroom EV-Box EVB-P1228030 mennekes;3.86996057;51.10493788
Australiëhavenweg 21 Amsterdam;Krachtstroom EV-Box EVB-P1408161 mennekes;4.79518622;52.40101177
Albardastraat 15 Den Haag;Krachtstroom Alfen GDH3031 mennekes;4.250361;52.06276
Katendrechtse Lagedijk 10 Rotterdam;Krachtstroom EV-Box EVB-P1412099 mennekes;4.48583;51.89463
Verbindingstraat 2-8 Retie;Stopcontact EV-Box EVB-P1426240 mennekes;5.1196775;51.27707482
Plaza 3 Moerdijk;Krachtstroom EV-Box EVB-P1403030 mennekes;4.6062;51.67411
Wouwbaan  Roosendaal;Krachtstroom EV-Box EVB-P1416007 mennekes;4.43008532;51.53108098
Sophiastraat 11 Breda;Krachtstroom E-laad EVB-P1306060B1245231 mennekes;4.783496907;51.592055659
Arnhemse Bovenweg 31 Kasteel Kerckenbosch Zeist;Krachtstroom Alfen NLMAB_0281 mennekes;5.25906;52.07475
Lönsweg 24 Ahaus;Krachtstroom Essent EM-DE-05554004-01-00004 mennekes;7.011199;52.085417
Lönsweg 24 Ahaus;Krachtstroom Essent EM-DE-05554004-01-00004 mennekes;7.011199;52.085417
Gerichtsstraße 9 Rahden;Krachtstroom Essent EM-DE-05770040-01-00002 mennekes;8.61517;52.43316
Gerichtsstraße 9 Rahden;Krachtstroom Essent EM-DE-05770040-01-00002 mennekes;8.61517;52.43316
Buchhofstraße  Stemwede;Krachtstroom Essent EM-DE-05770044-01-00001 mennekes;8.456091;52.373721
Buchhofstraße  Stemwede;Krachtstroom Essent EM-DE-05770044-01-00001 mennekes;8.456091;52.373721
Leihbühl 21 Lichtenau;Krachtstroom Essent EM-DE-05774028-01-00001 mennekes;8.88645;51.621183
Leihbühl 21 Lichtenau;Krachtstroom Essent EM-DE-05774028-01-00001 mennekes;8.88645;51.621183
Fritz-Thiedemann-Ring 40 Auf dem Famila Parkplatz links hinter Aldi Heide;Snellader Allego DEALLEGO0004482 combo;9.092317;54.17727
Heyendaalseweg 98 Nijmegen;Krachtstroom EV-Box EVB-P1419501 mennekes;5.869369;51.828181
Hauptstraße 7 Unterdietfurt;Krachtstroom NewMotion 03001580 mennekes;12.66664;48.39443
Van Teylingenweg 1 Kamerik;Stopcontact EV-Box EVB-P1347143 mennekes;4.89335782;52.09623775
Korte Molenstraat 14-16 Den Haag;Krachtstroom EV-Box EVB-P1239005 mennekes;4.30404822;52.0785946
Ouderkerkerlaan 7 Amstelveen;Krachtstroom EV-Box EVB-P1449076 mennekes;4.86681837;52.29837862
Haven 4 Goeree-Overflakkee;Krachtstroom Allego NLALLEGO0007781 mennekes;4.24342909;51.7400271
Dokter van Deenweg 140 Zwolle;Krachtstroom EV-Box EVB-P1228090 mennekes;6.124959999999987;52.50799327754245
Scottweg 39 Goes;Krachtstroom NewMotion 03001233 mennekes;3.8823461;51.4868821
Frankfurter Str. 226 Braunschweig;Krachtstroom NewMotion 03000191 mennekes;10.51056;52.24575
Borgersstede 2 Alphen;Krachtstroom EV-Box EVB-P1227032 mennekes;4.9585338;51.49547482
Bahnhofsweg  Rinteln;Krachtstroom Essent EM-DE-03257031-01-00004 mennekes;9.07467972;52.1988719
Schwansburg 8 Buxtehude;Krachtstroom Essent EM-DE-03359010-01-00004 mennekes;9.703083;53.476233
Schwansburg 8 Buxtehude;Krachtstroom Essent EM-DE-03359010-01-00004 mennekes;9.703083;53.476233
Kommandantenstraße 19 Duisburg;Krachtstroom Essent EM-DE-05112000-13-00001 mennekes;6.778094;51.423229
Stockholmer Straße  Frankfurt;Krachtstroom Essent EM-DE-05913000-00-00009 mennekes;8.64818;50.110032
Reggesingel 6-8 Rijssen;Stopcontact EV-Box EVB-P1420120 mennekes;6.52998752;52.31737638
Reggesingel 6-8 Rijssen;Stopcontact EV-Box EVB-P1420120 mennekes;6.52998752;52.31737638
Kapellei 190 Zoersel;Krachtstroom EV-Box EVB-P1611823 mennekes;4.62215;51.25601
Kapellei 190 Zoersel;Krachtstroom EV-Box EVB-P1611823 mennekes;4.62215;51.25601
Thomas R. Malthusstraat 5 Amsterdam;Krachtstroom EV-Box EVB-P1611716 mennekes;4.82334;52.34011
Wielingenstraat 2 Purmerend;Krachtstroom EV-Box EVB-P1447070 mennekes;4.95700683;52.50497568
Hoofdweg  Apeldoorn;Stopcontact Laadpaal bij Verenigingsgebouw De Brink ecotap type z schuko;6.019429564476;52.117574351294
Ruiterijschool  Brasschaat;Krachtstroom Essent EM-BE-00002930-01-00001 mennekes;4.532994;51.327968
Minervum 7441 Breda;Krachtstroom EV-Box EVB-P1419214 mennekes;4.83564;51.59086
Wassenaarseweg to 6 Den Haag;Krachtstroom Ecotap GDH636 mennekes;4.313077;52.090307
Reitscheweg 1 's-Hertogenbosch;Krachtstroom EV-Box EVB-P1423103 mennekes;5.33943;51.70856
Koekangestraat nabij 18 Den Haag;Krachtstroom Ecotap GDH502B mennekes;4.280097;52.044422
Reitscheweg 1 's-Hertogenbosch;Krachtstroom EV-Box EVB-P1423103 mennekes;5.33943;51.70856
Westkanaaldijk 5 Utrecht;Krachtstroom EV-Box EVB-P1339146 mennekes;5.05091;52.12786
Avondsterlaan 84 Groningen;Krachtstroom EV-Box EVB-P1423082 mennekes;6.53182;53.23074
Griftdijk 3 Woudenberg;Stopcontact EV-Box EVB-P1402120 mennekes;5.4027384;52.08303032
Chemin des Champs-Meunier 27 Lausanne;Stopcontact EV-Box EVB-P1437132 mennekes;6.6294;46.54806
Veemarktkade 10 's-Hertogenbosch;Krachtstroom EV-Box EVB-P1430122 mennekes;5.28468715;51.70348125
Mega 3 Zevenaar;Krachtstroom EV-Box EVB-P1437019 mennekes;6.11298737;51.92531952
Mega 3 Zevenaar;Krachtstroom EV-Box EVB-P1437019 mennekes;6.11298737;51.92531952
Pompmakker 3-5 Heerenveen;Stopcontact EV-Box EVB-P1418266 mennekes;5.89803635;52.96396203
Utopialaan 36 's-Hertogenbosch;Krachtstroom EV-Box EVB-P1419055 mennekes;5.33787628;51.71346895
Blois van Treslongstraat 8 Vlaardingen;Krachtstroom EV-Box EVB-P1407019 mennekes;4.32446;51.91483
Poolsedreef 3 Oosterhout;Stopcontact EV-Box EVB-P1453045 mennekes;4.84064972;51.6374236
Podium 1 Amersfoort;Krachtstroom EV-Box EVB-P1402411 mennekes;5.43766;52.18994
Havenmeesterweg 1 Amsterdam Airport Schiphol;Krachtstroom EV-Box EVB-P1551190 mennekes;4.759566485881805;52.30497395608596
Sint-Catharinaplein 26 Bergen op Zoom;Krachtstroom Ecotap 1500405 mennekes;4.286587;51.496343
Monseigneur Witloxweg 6 Eindhoven;Stopcontact Laadpaal24 1404317 mennekes;5.461052;51.469745
Mega 3 Zevenaar;Krachtstroom EV-Box EVB-P1414225 mennekes;6.11284423;51.92472138
Mega 3 Zevenaar;Krachtstroom EV-Box EVB-P1414225 mennekes;6.11284423;51.92472138
Hoogstraat 3 Rotterdam;Krachtstroom EV-Box EVB-P1415037 mennekes;4.49506;51.925
Hoogstraat 3 Rotterdam;Krachtstroom EV-Box EVB-P1415037 mennekes;4.49506;51.925
Frederik Ruyschstraat 14 Leeuwarden;Krachtstroom Allego NLALLEGO0001641 mennekes;5.81514889;53.2098984
Scandinaviëweg 6 Groningen;Krachtstroom EV-Box EVB-P1419085 mennekes;6.59292098;53.21519503
Schulpengat 7 Urk;Stopcontact EV-Box EVB-P1427173 mennekes;5.6157496;52.6534425
Maria Austriastraat 646 Amsterdam;Krachtstroom Nuon EVB-P1542137 mennekes;4.9987738;52.35454
Brinkstraat 10 Oosterwolde;Stopcontact EV-Box EVB-P1409039 mennekes;6.29236817;52.99202005
Willi-Hussong-Straße  Bertelsdorf;Krachtstroom Essent EM-DE-09463000-01-00003 mennekes;10.974167;50.282222
Coldenhovenseweg 130 Eerbeek;Krachtstroom EV-Box EVB-P1348224 mennekes;6.05700958;52.0955427
Katendrechtse Lagedijk 10 Rotterdam;Krachtstroom EV-Box EVB-P1412099 mennekes;4.48583;51.89463
Gotland to 23 Den Haag;Krachtstroom Alfen GDH3792 mennekes;4.300045;52.023012
Wielingenstraat 2 Purmerend;Krachtstroom EV-Box EVB-P1447070 mennekes;4.95700683;52.50497568
Hoflaan 2 Ede;Krachtstroom EV-Box EVB-P1520050 mennekes;5.63836;52.04267
Hoflaan 2 Ede;Krachtstroom EV-Box EVB-P1520050 mennekes;5.63836;52.04267
Corkstraat 46 Rotterdam;Krachtstroom NewMotion ICUEVE000134 mennekes;4.40984679999997;51.9436035
Weesmolenstraat 10 Ooltgensplaat;Krachtstroom Allego NLALLEGO0002682 mennekes;4.3467656;51.6846505
Weesmolenstraat 10 Ooltgensplaat;Krachtstroom Allego NLALLEGO0002681 mennekes;4.3467656;51.6846505
Ennetbühler-Strasse  Glarus;Krachtstroom Essent EM-CH-00001632-01-00001 mennekes;9.070707;47.042222
Ellert Vlieropstraat 2 Amsterdam;Krachtstroom Nuon EVB-P1608282 mennekes;4.803851;52.375212
Woudenbergstraat nabij 207 Den Haag;Krachtstroom Ecotap GDH616 mennekes;4.276499;52.058597
Koekangestraat nabij 18 Den Haag;Krachtstroom Ecotap GDH502 mennekes;4.280097;52.044422
Pompoenweg 9 Leiden;Krachtstroom NL MAB Exploitatie 1000000164 mennekes;4.487471;52.147552
Arnhemse Bovenweg 31 Kasteel Kerckenbosch Zeist;Krachtstroom Alfen NLMAB_0282 mennekes;5.25906;52.07475
Falster 46 Zaandam;Krachtstroom EV-Box EVB-P1541680 mennekes;4.82935985;52.43350238
Narcissenstraat 335 Rotterdam;Krachtstroom EV-Box EVB-P1415127 mennekes;4.49502;51.8895
De Poort 24 Rilland;Krachtstroom NewMotion 03001622 mennekes;4.19145962164305;51.4226438225803
Peppelweg 65 Rotterdam;Krachtstroom EV-Box EVB-P1406038 mennekes;4.47426;51.95908
Geestbrugweg 38 Rijswijk;Krachtstroom Alfen RHL07071 mennekes;4.340622;52.057786
Geestbrugweg 38 Rijswijk;Krachtstroom Alfen RHL07072 mennekes;4.340622;52.057786
Ericssonstraat 15 Rijen;Stopcontact EV-Box EVB-P1339378 mennekes;4.9313138;51.58053977
WTC-V&D Leeuwenstraat 2 Rotterdam;Krachtstroom Ecotap 1404023 mennekes;4.482225;51.921331
Morsweg 1 Leiden;Krachtstroom EV-Box EVB-P1228098 mennekes;4.48056683;52.16206425
Prins Bernhardweg 69 Oranjewoud;Stopcontact EV-Box EVB-P1421204 mennekes;5.96540303;52.95032283
Maaskade 152 Rotterdam;Krachtstroom EV-Box EVB-P1247083 mennekes;4.49064;51.91163
Baden-Powellweg 103 Utrecht;Stopcontact NewMotion 02013096 mennekes;5.12333509999996;52.0780365
Cattenbroekerdijk 3 Woerden;Krachtstroom EV-Box EVB-P1437224 mennekes;4.91116488;52.08243137
Lotte-Laserstein-Straße DB Südkreuz Berlin;Snellader Allego DEALLEGO0000072 combo;13.3642;52.47574
Hillekopplein 82 Rotterdam;Krachtstroom EV-Box EVB-P1415138 mennekes;4.4974;51.90486
Van Oldenbarneveldtstraat 113 Arnhem;Krachtstroom EV-Box EVB-P1427202 mennekes;5.92297;51.97184
Wenkebachstraat 10 Assen;Stopcontact EV-Box t51-0313rayu004 chademo;6.5807996;53.0043817
Wenkebachstraat 10 Assen;Stopcontact EV-Box t51-0313rayu004 chademo;6.5807996;53.0043817
Laan van Haamstede 20 Den Haag;Stopcontact EV-Box t51-4511aimg057 chademo;4.7919761;52.3331877
Laan van Haamstede 20 Den Haag;Stopcontact EV-Box t51-4511aimg057 chademo;4.7919761;52.3331877
IJsselmeerweg 2 Naarden;Stopcontact EV-Box t51-4511jwhg059 chademo;5.1429261;52.3090754
IJsselmeerweg 2 Naarden;Stopcontact EV-Box t51-4511jwhg059 chademo;5.1429261;52.3090754
Winthontlaan 40 Utrecht;Stopcontact EV-Box t51-4511lujg060 chademo;5.1080035;52.056495
