OBJECTNUMMER;Energielabel;COORDS;LNG;LAT;
150;"E";"POLYGON((4.919881 52.35461,4.919198 52.353828,4.918591 52.353897,4.919055 52.354431,4.91898 52.354467,4.918552 52.354972,4.919241 52.35519,4.919504 52.354867,4.919636 52.354908,4.919881 52.35461),(4.9195 52.354836,4.919367 52.354796,4.919159 52.355049,4.91878 52.354928,4.919051 52.354596,4.919181 52.354639,4.919136 52.354691,4.919256 52.354731,4.919439 52.354518,4.919335 52.354484,4.91929 52.354538,4.919176 52.3545,4.919271 52.354469,4.918824 52.353964,4.919078 52.353937,4.919676 52.35462,4.9195 52.354836))";"4,9192165";"52,354509";
151;"D";"POLYGON((4.876602 52.390452,4.876473 52.390414,4.876386 52.39052,4.876316 52.390502,4.876206 52.390648,4.876266 52.390666,4.875701 52.391372,4.875426 52.39129,4.875501 52.3912,4.87545 52.391184,4.875501 52.391125,4.875532 52.391134,4.875667 52.390968,4.875588 52.390944,4.875621 52.390908,4.875482 52.390867,4.875541 52.390801,4.875856 52.390734,4.875796 52.39062,4.875717 52.390637,4.875698 52.390598,4.875455 52.390647,4.875387 52.39052,4.875184 52.390561,4.875216 52.390614,4.875161 52.390626,4.875238 52.390771,4.875067 52.390805,4.875014 52.390708,4.874944 52.390723,4.874895 52.390632,4.87477 52.390658,4.874747 52.390617,4.874597 52.390646,4.874573 52.390607,4.874468 52.390628,4.874523 52.390726,4.874496 52.39076,4.874515 52.390796,4.87458 52.390816,4.874639 52.390805,4.874684 52.390752,4.874769 52.390734,4.874873 52.390766,4.874904 52.390824,4.874737 52.391029,4.874539 52.390971,4.874588 52.390909,4.874411 52.390855,4.874363 52.390916,4.874265 52.390887,4.874237 52.390923,4.873992 52.39085,4.874559 52.390142,4.874509 52.390126,4.874573 52.390048,4.875633 52.390369,4.875581 52.390438,4.875691 52.390471,4.875798 52.390339,4.874542 52.389959,4.8738 52.390884,4.875045 52.391259,4.875176 52.3911,4.875081 52.391071,4.875034 52.39113,4.874839 52.391071,4.874887 52.391012,4.875015 52.39105,4.875161 52.390874,4.875301 52.390845,4.875386 52.390994,4.875321 52.39107,4.875414 52.391098,4.875244 52.391318,4.875782 52.39148,4.876602 52.390452))";"4,875201";"52,390718";
152;"E";"POLYGON((4.874553 52.377755,4.873601 52.376282,4.873014 52.376419,4.873978 52.377892,4.874553 52.377755),(4.874082 52.377797,4.873219 52.376475,4.873459 52.376419,4.873501 52.376482,4.873562 52.376468,4.874138 52.377357,4.874075 52.377372,4.874311 52.377742,4.874082 52.377797))";"4,8737835";"52,377087";
153;"D";"POLYGON((4.85297 52.361979,4.85222 52.36197,4.852214 52.362106,4.852161 52.362105,4.852115 52.363154,4.852763 52.363231,4.852923 52.363232,4.85297 52.361979),(4.852796 52.362524,4.852659 52.362523,4.852655 52.36266,4.852793 52.362662,4.85278 52.363138,4.852254 52.363074,4.852263 52.363015,4.852294 52.363016,4.85233 52.362108,4.852497 52.362109,4.852495 52.362145,4.852671 52.362147,4.852673 52.362111,4.85282 52.362113,4.852796 52.362524))";"4,8525425";"52,3626005";
154;"E";"POLYGON((4.855073 52.368259,4.854968 52.36824,4.854992 52.368181,4.853335 52.367892,4.853175 52.368238,4.854311 52.368434,4.854354 52.368493,4.854131 52.368959,4.854703 52.369059,4.855073 52.368259),(4.854582 52.368948,4.854318 52.368897,4.854532 52.36844,4.854468 52.368424,4.854458 52.368368,4.853359 52.368178,4.853438 52.368011,4.854909 52.36827,4.854582 52.368948))";"4,854124";"52,368477";
155;"E";"POLYGON((4.940789 52.362914,4.940346 52.36264,4.940355 52.362116,4.940426 52.361922,4.939829 52.361841,4.939762 52.362023,4.939743 52.363261,4.940067 52.363357,4.940789 52.362914),(4.940433 52.362991,4.940385 52.362958,4.940314 52.362999,4.940367 52.36303,4.94005 52.363244,4.93987 52.363198,4.939887 52.363128,4.940065 52.363132,4.94024 52.363022,4.940017 52.362879,4.940018 52.362701,4.939893 52.3627,4.939895 52.362471,4.940052 52.362475,4.940061 52.362135,4.940003 52.362134,4.94003 52.362049,4.940201 52.362074,4.940191 52.362194,4.940118 52.362196,4.94012 52.362255,4.940191 52.362255,4.940184 52.362511,4.940113 52.362509,4.940108 52.362567,4.940179 52.362568,4.940178 52.362678,4.940389 52.362811,4.94033 52.362847,4.940399 52.362887,4.940459 52.362853,4.940556 52.362913,4.940433 52.362991))";"4,940266";"52,3625985";
156;"B";"POLYGON((4.934942 52.362451,4.932083 52.361787,4.931902 52.362224,4.932982 52.362411,4.933805 52.362495,4.93489 52.362535,4.934942 52.362451),(4.934569 52.362473,4.934121 52.362448,4.934132 52.362414,4.93311 52.36231,4.932493 52.362225,4.932103 52.362153,4.932196 52.361921,4.934188 52.36237,4.934209 52.362342,4.934577 52.362428,4.934569 52.362473))";"4,933422";"52,36216";
157;"D";"POLYGON((4.938198 52.363299,4.938199 52.363275,4.938118 52.363273,4.93812 52.363239,4.935894 52.363218,4.935726 52.363622,4.938104 52.363648,4.938104 52.363619,4.938186 52.36362,4.938198 52.363299),(4.938071 52.363569,4.937877 52.363568,4.937881 52.363503,4.937511 52.3635,4.937513 52.363553,4.937413 52.363554,4.937411 52.363448,4.937253 52.363449,4.937253 52.363484,4.936991 52.363486,4.936985 52.363523,4.93628 52.363522,4.936287 52.363424,4.936129 52.363423,4.936128 52.36352,4.935951 52.363519,4.935962 52.363318,4.938079 52.36334,4.938071 52.363569))";"4,9369625";"52,3634315";
158;"C";"POLYGON((4.945953 52.372161,4.945634 52.371769,4.943132 52.371491,4.94303 52.371836,4.945953 52.372161))";"4,9444915";"52,371826";
159;"D";"POLYGON((4.878001 52.388716,4.877468 52.388556,4.876295 52.390013,4.876831 52.390173,4.878001 52.388716),(4.876743 52.39005,4.876507 52.389982,4.877547 52.388677,4.877786 52.38875,4.876743 52.39005))";"4,877148";"52,389366";
160;"C";"POLYGON((4.87113 52.365746,4.870257 52.365504,4.869614 52.366425,4.870504 52.366661,4.87113 52.365746),(4.870594 52.366186,4.870471 52.366154,4.870342 52.366342,4.869935 52.366232,4.87034 52.365649,4.870852 52.365793,4.870594 52.366186),(4.87035 52.366433,4.869883 52.366306,4.869904 52.366274,4.870372 52.3664,4.87035 52.366433))";"4,870372";"52,366083";
161;"E";"POLYGON((4.91462 52.349567,4.913256 52.348958,4.913118 52.348932,4.913091 52.348941,4.912989 52.34914,4.913046 52.349163,4.912747 52.349444,4.912906 52.349513,4.91322 52.349238,4.913323 52.349281,4.913262 52.349335,4.913379 52.349385,4.913125 52.349606,4.914145 52.350049,4.914265 52.350077,4.914292 52.35007,4.91462 52.349567),(4.914244 52.349966,4.9139 52.349815,4.913969 52.349752,4.914299 52.349905,4.914244 52.349966))";"4,9136835";"52,3495045";
162;"D";"POLYGON((4.91784 52.396922,4.917237 52.396836,4.916994 52.397473,4.916305 52.397919,4.916937 52.398299,4.917559 52.397665,4.91784 52.396922),(4.917456 52.397636,4.916873 52.398199,4.916749 52.398128,4.916799 52.398098,4.916621 52.397989,4.916571 52.398019,4.91645 52.397946,4.917093 52.39755,4.917336 52.396895,4.917696 52.396945,4.917456 52.397636))";"4,9170725";"52,3975675";
163;"B";"POLYGON((4.94272 52.370793,4.940243 52.370517,4.940135 52.370882,4.942612 52.371158,4.94272 52.370793),(4.940605 52.370827,4.940246 52.370787,4.940293 52.370631,4.940652 52.370671,4.940605 52.370827))";"4,9414275";"52,3708385";
164;"D";"POLYGON((4.861356 52.363338,4.858993 52.362794,4.858956 52.362813,4.859394 52.363325,4.861101 52.363741,4.861356 52.363338),(4.861047 52.363572,4.860762 52.363504,4.860731 52.363552,4.859495 52.363254,4.859243 52.362949,4.86116 52.363397,4.861047 52.363572))";"4,860156";"52,363268";
165;"E";"POLYGON((4.862846 52.351384,4.862328 52.351248,4.862291 52.351308,4.862218 52.351326,4.861509 52.351134,4.861472 52.35112,4.861449 52.351084,4.861488 52.351025,4.860985 52.350894,4.860665 52.351365,4.862535 52.351834,4.862846 52.351384),(4.862442 52.351673,4.860913 52.351284,4.861081 52.351034,4.861333 52.351107,4.861354 52.351154,4.861311 52.351213,4.862238 52.351446,4.862269 52.351395,4.862337 52.351379,4.862607 52.35144,4.862442 52.351673))";"4,8617555";"52,351364";
166;"G";"POLYGON((4.831741 52.373276,4.831689 52.37315,4.831431 52.37319,4.831398 52.373111,4.831656 52.373071,4.831586 52.372907,4.83133 52.372947,4.831291 52.372861,4.831574 52.372816,4.831504 52.372651,4.83121 52.372698,4.831255 52.372809,4.831214 52.372816,4.831375 52.373199,4.831013 52.373258,4.830893 52.372976,4.831054 52.372951,4.830975 52.372761,4.830708 52.372806,4.830693 52.372776,4.830372 52.372826,4.830462 52.373042,4.830615 52.373019,4.830719 52.373276,4.830587 52.373296,4.830528 52.373159,4.829551 52.373315,4.829607 52.373447,4.829267 52.3735,4.829318 52.373622,4.829157 52.373647,4.829198 52.373743,4.830678 52.37351,4.830623 52.373378,4.830755 52.373355,4.830795 52.373448,4.831074 52.373404,4.831027 52.373292,4.831161 52.373271,4.831198 52.37336,4.831741 52.373276))";"4,830449";"52,3731955";
167;"D";"POLYGON((4.937093 52.352972,4.93653 52.35264,4.935199 52.35348,4.935771 52.353818,4.937093 52.352972),(4.935774 52.353693,4.935392 52.353469,4.935681 52.353282,4.935725 52.353305,4.936379 52.352894,4.936338 52.352869,4.936525 52.352751,4.93691 52.352975,4.935774 52.353693))";"4,936146";"52,3532275";
168;"E";"POLYGON((4.873766 52.37793,4.872815 52.376475,4.872267 52.376607,4.873219 52.378061,4.873766 52.37793),(4.873306 52.377956,4.872968 52.377465,4.873094 52.377435,4.873164 52.377541,4.873343 52.377498,4.873602 52.377885,4.873306 52.377956),(4.873184 52.377451,4.873115 52.377345,4.873045 52.377362,4.873067 52.377393,4.872976 52.377414,4.872481 52.376663,4.872721 52.376606,4.873263 52.377433,4.873184 52.377451))";"4,8730165";"52,3772675";
169;"E";"POLYGON((4.846806 52.352914,4.846119 52.352903,4.846097 52.354254,4.846772 52.35426,4.846806 52.352914),(4.846625 52.354158,4.846265 52.354157,4.846282 52.353006,4.846647 52.353008,4.846625 52.354158))";"4,8464515";"52,35358";
170;"A";"POLYGON((4.818824 52.37057,4.817982 52.36984,4.81802 52.369822,4.817881 52.369732,4.817814 52.369775,4.81769 52.369736,4.817565 52.369717,4.817395 52.369716,4.817254 52.369737,4.816935 52.369489,4.816832 52.36954,4.817029 52.369693,4.816982 52.369716,4.816784 52.369562,4.816597 52.369652,4.817136 52.370072,4.817368 52.36996,4.818357 52.370731,4.818311 52.370754,4.818394 52.370819,4.818441 52.370797,4.818687 52.370989,4.818787 52.370941,4.818534 52.370739,4.818824 52.37057))";"4,8177105";"52,3702395";
171;"F";"POLYGON((4.855096 52.364405,4.854305 52.364394,4.854251 52.365673,4.854898 52.365712,4.854925 52.364929,4.855081 52.364932,4.855096 52.364405),(4.854948 52.364846,4.854903 52.364848,4.854898 52.364904,4.854793 52.364901,4.85477 52.365624,4.854392 52.365602,4.854439 52.364477,4.854637 52.364488,4.854637 52.364512,4.854741 52.364515,4.854747 52.364482,4.854957 52.364491,4.854948 52.364846))";"4,8546735";"52,365053";
172;"D";"POLYGON((4.958236 52.319748,4.957717 52.319598,4.957605 52.319729,4.95769 52.319754,4.95729 52.320164,4.957208 52.320207,4.957028 52.320256,4.95606 52.320311,4.956053 52.320259,4.955966 52.320263,4.955493 52.320786,4.955645 52.320837,4.955842 52.320621,4.957532 52.320515,4.958236 52.319748))";"4,9568645";"52,320217";
173;"D";"POLYGON((4.870471 52.371531,4.870338 52.371264,4.870257 52.371031,4.868596 52.370661,4.868314 52.371077,4.870386 52.371539,4.870434 52.371549,4.870471 52.371531),(4.870221 52.371443,4.87016 52.371428,4.870116 52.371371,4.869845 52.371309,4.869877 52.371266,4.869808 52.37125,4.869791 52.37128,4.869671 52.371249,4.869686 52.371224,4.869617 52.371208,4.869602 52.371235,4.869026 52.3711,4.869049 52.371061,4.868945 52.371038,4.868907 52.371103,4.868814 52.371082,4.868853 52.371017,4.868795 52.371004,4.868748 52.371081,4.868501 52.371022,4.868631 52.370811,4.868982 52.370892,4.869009 52.370847,4.869093 52.370865,4.869066 52.370911,4.869148 52.370929,4.869175 52.370884,4.869257 52.370902,4.86923 52.370948,4.86931 52.370967,4.869337 52.370919,4.869421 52.370938,4.869392 52.370986,4.869474 52.371005,4.869503 52.370956,4.869586 52.370974,4.869558 52.371024,4.869633 52.371041,4.869658 52.371005,4.870097 52.371109,4.87013 52.371177,4.87007 52.371188,4.870089 52.371225,4.87014 52.371214,4.870241 52.371409,4.870221 52.371443))";"4,8693925";"52,3711055";
174;"C";"POLYGON((4.884409 52.353674,4.882467 52.353297,4.882414 52.353368,4.88236 52.353393,4.882257 52.353399,4.882165 52.353382,4.881981 52.353648,4.882624 52.353776,4.882645 52.353735,4.883773 52.353963,4.883752 52.354002,4.884198 52.354096,4.884409 52.353674),(4.884059 52.353957,4.883804 52.353905,4.883828 52.353861,4.882701 52.353634,4.882675 52.353681,4.882211 52.353586,4.882266 52.353506,4.882414 52.353535,4.882464 52.353523,4.882517 52.353424,4.884167 52.35375,4.884059 52.353957))";"4,883195";"52,3536965";
175;"E";"POLYGON((4.89798 52.350489,4.89568 52.350169,4.895544 52.350548,4.897832 52.350865,4.89798 52.350489),(4.89772 52.35075,4.895712 52.350472,4.895779 52.350283,4.897792 52.350564,4.89772 52.35075))";"4,896762";"52,350517";
176;"D";"POLYGON((4.918253 52.353796,4.917576 52.353039,4.918127 52.35286,4.918102 52.352826,4.918189 52.352754,4.917788 52.352536,4.917542 52.352642,4.917368 52.352696,4.917186 52.352736,4.916912 52.352771,4.917049 52.353147,4.917008 52.353169,4.917676 52.353861,4.918253 52.353796),(4.917521 52.352948,4.917436 52.35308,4.918007 52.353717,4.917725 52.353748,4.917169 52.353187,4.917221 52.35317,4.917089 52.352843,4.917473 52.352769,4.917782 52.352661,4.918033 52.352797,4.917521 52.352948))";"4,9175825";"52,353199";
177;"E";"POLYGON((4.855415 52.36681,4.854707 52.366755,4.854588 52.36702,4.854419 52.367072,4.853702 52.36695,4.853542 52.367291,4.855171 52.367574,4.855357 52.36716,4.855415 52.36681),(4.8552 52.367149,4.855108 52.367329,4.855161 52.367396,4.855134 52.367449,4.854704 52.367367,4.854683 52.367403,4.853735 52.367231,4.853809 52.367068,4.854448 52.367176,4.854719 52.367082,4.854809 52.366908,4.855091 52.36693,4.855096 52.366893,4.855236 52.366903,4.855242 52.366914,4.8552 52.367149))";"4,8544785";"52,3671645";
178;"C";"POLYGON((4.943383 52.360766,4.941983 52.360571,4.941752 52.361182,4.943149 52.361378,4.943383 52.360766),(4.943127 52.360948,4.943045 52.360937,4.943024 52.36099,4.943106 52.361002,4.943073 52.36109,4.943002 52.36108,4.942983 52.361132,4.943053 52.361142,4.943011 52.361257,4.942779 52.361224,4.942809 52.361147,4.942847 52.361152,4.942888 52.361034,4.942825 52.361025,4.94278 52.361143,4.942727 52.361135,4.942697 52.361212,4.941966 52.361107,4.942119 52.360695,4.942306 52.36072,4.942275 52.360802,4.942429 52.360825,4.942452 52.36077,4.942532 52.360781,4.942504 52.360864,4.942834 52.360908,4.942861 52.360831,4.943046 52.360856,4.943065 52.360798,4.943177 52.360813,4.943127 52.360948))";"4,9425675";"52,3609755";
179;"D";"POLYGON((4.91455 52.35588,4.913067 52.35545,4.912718 52.355562,4.912263 52.355755,4.914247 52.356292,4.91455 52.35588),(4.914093 52.356139,4.91258 52.355724,4.913019 52.355571,4.914134 52.355895,4.914171 52.355847,4.914286 52.355879,4.914093 52.356139))";"4,9134065";"52,3558715";
180;"C";"POLYGON((4.855337 52.381914,4.855212 52.381912,4.855199 52.382293,4.855159 52.382293,4.855146 52.382686,4.855165 52.382686,4.855091 52.384322,4.855135 52.384353,4.855134 52.384395,4.854749 52.384394,4.854832 52.382656,4.85475 52.382606,4.854723 52.382622,4.854138 52.38224,4.854096 52.382262,4.854019 52.38221,4.854408 52.381992,4.855013 52.381996,4.85502 52.381908,4.85435 52.381896,4.853847 52.382187,4.854674 52.382724,4.854598 52.384499,4.855244 52.38451,4.855252 52.384349,4.855234 52.384349,4.855337 52.381914))";"4,854592";"52,3832035";
181;"C";"POLYGON((4.859378 52.364958,4.858527 52.364898,4.858353 52.365937,4.859186 52.365998,4.859378 52.364958),(4.859042 52.365898,4.858579 52.365865,4.858572 52.365897,4.858443 52.365888,4.858462 52.365787,4.858528 52.365792,4.858621 52.36531,4.858744 52.365318,4.858672 52.365781,4.858784 52.365789,4.858892 52.365165,4.858772 52.365157,4.858763 52.36521,4.858641 52.365203,4.858672 52.365043,4.858603 52.365037,4.858617 52.364958,4.858779 52.36497,4.858765 52.36505,4.859134 52.365075,4.859075 52.365401,4.859136 52.365404,4.859042 52.365898))";"4,8588655";"52,365448";
182;"B";"POLYGON((4.856138 52.345288,4.854967 52.345132,4.854673 52.345821,4.855834 52.346026,4.856138 52.345288),(4.855694 52.34585,4.855014 52.345727,4.854998 52.345762,4.854876 52.34574,4.85492 52.345644,4.85499 52.345647,4.855153 52.345298,4.855856 52.345399,4.855694 52.34585))";"4,8554055";"52,345579";
183;"C";"POLYGON((4.917658 52.357502,4.917601 52.357449,4.91759 52.357358,4.916378 52.35703,4.916201 52.357268,4.916072 52.357232,4.915855 52.357528,4.917352 52.357911,4.917658 52.357502),(4.917403 52.35759,4.917338 52.35757,4.917309 52.357613,4.917373 52.357633,4.917267 52.357784,4.917163 52.357757,4.917196 52.357708,4.917037 52.357668,4.917071 52.357636,4.91704 52.357596,4.91694 52.3576,4.916921 52.357638,4.9161 52.357431,4.91617 52.35732,4.916342 52.357364,4.916474 52.357188,4.91728 52.357409,4.917228 52.35748,4.917439 52.357536,4.917403 52.35759))";"4,9167565";"52,3574695";
184;"E";"POLYGON((4.902285 52.351152,4.902238 52.351145,4.9022 52.351109,4.902209 52.351082,4.900128 52.350789,4.900113 52.350817,4.900054 52.35084,4.900007 52.350833,4.899915 52.351096,4.899956 52.351101,4.899994 52.351137,4.899983 52.351168,4.902073 52.351457,4.90208 52.351428,4.902141 52.351405,4.902185 52.351413,4.902285 52.351152),(4.902058 52.351348,4.900071 52.351062,4.900125 52.350959,4.900124 52.350889,4.902111 52.351176,4.902058 52.351348))";"4,9011";"52,351122";
185;"D";"POLYGON((4.912435 52.35932,4.911059 52.359024,4.910771 52.359495,4.911024 52.359824,4.911068 52.359874,4.9111 52.359881,4.912195 52.359657,4.912435 52.35932),(4.912048 52.359512,4.912133 52.359533,4.912121 52.359551,4.911163 52.359758,4.911038 52.35961,4.911003 52.35962,4.910978 52.359588,4.911033 52.359563,4.910982 52.359492,4.911171 52.359183,4.911282 52.35921,4.911298 52.359175,4.911698 52.359261,4.911674 52.359309,4.911876 52.359352,4.911833 52.359426,4.911953 52.359452,4.912014 52.359344,4.91207 52.359356,4.912082 52.359334,4.912155 52.35935,4.912048 52.359512))";"4,911603";"52,359453";
186;"F";"POLYGON((4.948908 52.314346,4.947987 52.31403,4.947649 52.314401,4.947699 52.314419,4.947569 52.314565,4.947628 52.314584,4.947345 52.314895,4.948094 52.315151,4.94874 52.314446,4.948908 52.314346))";"4,9481265";"52,3145905";
187;"D";"POLYGON((4.875408 52.366944,4.874621 52.366723,4.873956 52.367653,4.87476 52.367865,4.875408 52.366944),(4.875197 52.367073,4.874992 52.367016,4.874901 52.367148,4.874804 52.36712,4.874749 52.367201,4.874956 52.367262,4.874725 52.367605,4.874666 52.367587,4.874632 52.367629,4.874697 52.367647,4.874649 52.36772,4.874428 52.367658,4.874455 52.367621,4.874376 52.367597,4.874346 52.367637,4.874085 52.367572,4.874122 52.367525,4.87424 52.367558,4.874339 52.367428,4.874703 52.366932,4.874594 52.366897,4.874631 52.366846,4.875237 52.367021,4.875197 52.367073))";"4,874682";"52,3672945";
188;"C";"POLYGON((4.86357 52.358699,4.863539 52.358691,4.863521 52.358716,4.863386 52.358692,4.863407 52.358658,4.863349 52.358644,4.863244 52.358792,4.863159 52.358771,4.86331 52.358545,4.86222 52.358288,4.862239 52.35826,4.862127 52.358232,4.862085 52.358293,4.86193 52.358256,4.861889 52.358309,4.861734 52.358272,4.86177 52.358223,4.861628 52.358187,4.861535 52.358321,4.862111 52.358464,4.862129 52.358436,4.862767 52.358589,4.862749 52.358619,4.862819 52.358634,4.862837 52.358607,4.863018 52.358652,4.862776 52.359037,4.862691 52.359055,4.862405 52.358987,4.862361 52.358905,4.862383 52.35887,4.862423 52.358881,4.862544 52.358709,4.86198 52.358571,4.8615 52.359171,4.862774 52.359489,4.862832 52.3594,4.862747 52.359378,4.862771 52.35934,4.862616 52.359304,4.862596 52.35934,4.86204 52.359199,4.862082 52.359139,4.861977 52.359113,4.861928 52.359167,4.861717 52.359112,4.861971 52.358763,4.862039 52.358784,4.86206 52.358751,4.862255 52.3588,4.862226 52.358845,4.86218 52.358831,4.862144 52.358886,4.862113 52.358879,4.861935 52.358924,4.861827 52.359073,4.861905 52.359095,4.862 52.358965,4.862118 52.358939,4.862156 52.358947,4.862215 52.35904,4.862135 52.359153,4.86223 52.359176,4.862291 52.359081,4.862654 52.359173,4.862681 52.359142,4.862735 52.359143,4.86276 52.359178,4.862944 52.359136,4.862912 52.359097,4.862952 52.359073,4.863029 52.35909,4.863062 52.359039,4.862992 52.359024,4.863127 52.358823,4.863216 52.358846,4.863202 52.358867,4.863412 52.358918,4.86357 52.358699))";"4,862535";"52,358839";
189;"C";"POLYGON((4.872665 52.366177,4.871861 52.365949,4.871229 52.366865,4.872026 52.367098,4.872665 52.366177),(4.872027 52.366781,4.871869 52.366738,4.871938 52.366644,4.872096 52.366686,4.872027 52.366781),(4.872123 52.366643,4.871896 52.366584,4.871709 52.366849,4.871509 52.366794,4.871939 52.366173,4.872132 52.366222,4.872169 52.366166,4.872409 52.366229,4.872123 52.366643),(4.871999 52.366955,4.871846 52.366915,4.871902 52.366836,4.872054 52.366876,4.871999 52.366955))";"4,871947";"52,366524";
190;"B";"POLYGON((4.986774 52.297773,4.986775 52.297604,4.986604 52.297601,4.986602 52.297534,4.986543 52.2975,4.986476 52.297518,4.986464 52.29754,4.98625 52.297539,4.986252 52.297602,4.985978 52.297601,4.985783 52.297563,4.985784 52.297477,4.985837 52.297478,4.985839 52.297287,4.985981 52.297288,4.98598 52.29737,4.986574 52.297373,4.986581 52.296688,4.986184 52.296686,4.986184 52.29676,4.986119 52.29676,4.986104 52.296774,4.986119 52.296787,4.986408 52.296788,4.986403 52.297267,4.986022 52.297265,4.986028 52.296826,4.985617 52.296823,4.985614 52.297146,4.985233 52.297144,4.985236 52.296787,4.985518 52.296788,4.985534 52.296775,4.985518 52.29676,4.985459 52.29676,4.98546 52.296684,4.985064 52.296683,4.985058 52.297249,4.985748 52.297252,4.985745 52.297288,4.985795 52.297287,4.985794 52.297415,4.985741 52.297414,4.985741 52.297564,4.985666 52.297568,4.985496 52.297614,4.985265 52.297628,4.985221 52.297378,4.985009 52.297392,4.985064 52.297711,4.985155 52.297712,4.985154 52.297768,4.985748 52.297733,4.986371 52.297736,4.986371 52.297771,4.986774 52.297773))";"4,985892";"52,2972275";
191;"C";"POLYGON((4.851576 52.371045,4.851013 52.370948,4.850341 52.372386,4.850911 52.372483,4.851576 52.371045),(4.850789 52.372397,4.850519 52.372346,4.851119 52.371057,4.851383 52.371104,4.850789 52.372397))";"4,8509585";"52,3717155";
192;"C";"POLYGON((4.855819 52.346182,4.85458 52.345963,4.854271 52.346626,4.855594 52.346804,4.855819 52.346182),(4.855423 52.346643,4.854537 52.346514,4.854716 52.34615,4.855565 52.346294,4.855423 52.346643))";"4,855045";"52,3463845";
193;"F";"POLYGON((4.860136 52.350029,4.859513 52.349501,4.859224 52.349633,4.859129 52.349623,4.858903 52.349424,4.858322 52.349666,4.858468 52.349791,4.858369 52.349948,4.858907 52.350088,4.85894 52.350045,4.859003 52.350018,4.859215 52.350022,4.859345 52.350089,4.859391 52.350146,4.859352 52.350206,4.859921 52.350355,4.860136 52.350029),(4.859836 52.350234,4.859498 52.350141,4.859535 52.35009,4.859451 52.350006,4.859355 52.349955,4.859437 52.349831,4.859429 52.349805,4.859326 52.349781,4.859294 52.349788,4.859219 52.349882,4.858967 52.349885,4.858895 52.349979,4.858559 52.349897,4.858635 52.349797,4.858517 52.349686,4.858851 52.34954,4.859048 52.349714,4.859246 52.349733,4.859467 52.349635,4.859956 52.350049,4.859836 52.350234))";"4,859229";"52,3498875";
194;"C";"POLYGON((4.881979 52.390284,4.881841 52.38988,4.881583 52.389915,4.881222 52.389773,4.881149 52.389567,4.880643 52.389633,4.880442 52.389812,4.880608 52.390299,4.880556 52.390308,4.880603 52.390456,4.881979 52.390284),(4.880794 52.390314,4.880648 52.389891,4.880671 52.389826,4.880733 52.389849,4.880815 52.389776,4.880749 52.389748,4.880779 52.389725,4.881008 52.38969,4.881068 52.389856,4.88153 52.390037,4.881729 52.390012,4.881787 52.390187,4.880794 52.390314))";"4,8812105";"52,3900125";
195;"E";"POLYGON((4.972988 52.320278,4.972327 52.319598,4.970586 52.319613,4.969462 52.320845,4.971041 52.321388,4.971158 52.32126,4.969748 52.320776,4.970079 52.320416,4.970159 52.320448,4.970193 52.320411,4.970237 52.320397,4.970174 52.320313,4.970701 52.319736,4.971571 52.319728,4.971569 52.319787,4.97163 52.319786,4.971634 52.319727,4.97221 52.31972,4.972818 52.320339,4.972988 52.320278))";"4,971225";"52,3204935";
196;"B";"POLYGON((4.926263 52.364432,4.923434 52.363839,4.923412 52.36387,4.924305 52.364392,4.926082 52.364763,4.926263 52.364432),(4.925941 52.364633,4.925662 52.364574,4.925707 52.364492,4.925627 52.364477,4.925595 52.364531,4.9252 52.364449,4.925188 52.364471,4.92472 52.364372,4.92474 52.36434,4.924671 52.364325,4.924653 52.364356,4.924451 52.364311,4.924482 52.364284,4.924325 52.364232,4.924288 52.364254,4.924156 52.364173,4.92394 52.364127,4.923976 52.364066,4.926021 52.36449,4.925941 52.364633))";"4,9248375";"52,3642995";
197;"F";"POLYGON((4.893926 52.343065,4.893356 52.342859,4.8926 52.343658,4.892521 52.343793,4.892403 52.344085,4.893044 52.344173,4.893178 52.343866,4.893285 52.343728,4.893926 52.343065),(4.893134 52.343679,4.893018 52.343828,4.892916 52.344048,4.892611 52.344006,4.892755 52.3437,4.893418 52.343002,4.893691 52.343101,4.893134 52.343679))";"4,8931645";"52,343515";
198;"C";"POLYGON((4.857284 52.346382,4.856062 52.346216,4.855838 52.346837,4.857252 52.347025,4.857284 52.346382),(4.857105 52.346863,4.856107 52.346726,4.856238 52.346384,4.857117 52.346506,4.857105 52.346863))";"4,856561";"52,3466205";
199;"B";"POLYGON((4.795465 52.354191,4.795272 52.354152,4.795222 52.354244,4.79507 52.354213,4.795121 52.354122,4.794812 52.354061,4.794762 52.354151,4.795019 52.354202,4.79459 52.355003,4.79421 52.354926,4.794689 52.354036,4.794475 52.353994,4.793991 52.354897,4.794093 52.354919,4.794036 52.355026,4.793933 52.355005,4.793867 52.355127,4.794861 52.355325,4.794941 52.355175,4.794839 52.355154,4.794822 52.355184,4.794784 52.355176,4.794843 52.355069,4.794982 52.355098,4.795465 52.354191))";"4,794666";"52,354658";
200;"D";"POLYGON((4.914367 52.385926,4.914208 52.385218,4.91391 52.385243,4.913038 52.384622,4.912598 52.384851,4.914118 52.385946,4.914367 52.385926),(4.914101 52.385853,4.914085 52.385783,4.912786 52.384854,4.912922 52.384785,4.912936 52.384795,4.913016 52.384739,4.913792 52.385298,4.913911 52.385251,4.913929 52.385328,4.914076 52.385315,4.914106 52.385438,4.913891 52.385457,4.913904 52.385514,4.914115 52.385665,4.914159 52.385848,4.914101 52.385853))";"4,9134825";"52,3852825";
