LNG;LAT;ENERGY_PERFORMANCE
4.961107;52.391365;5.438
4.970972;52.2955915;2.763
4.87772;52.385323;3.591
4.928133;52.3526455;3.795
4.8990075;52.357277;4.827
4.8398025;52.362461;2.602
4.9242;52.390341;5.113
4.8696915;52.362398;5.299
4.975008;52.296919;3.89
4.92045;52.3880765;5.868
4.9188185;52.3489665;5.703
4.9594175;52.3934825;4.94
4.9439295;52.3423005;6.834
4.864169;52.3663295;3.158
4.8887265;52.332632;2.241
4.9575795;52.3940565;4.477
4.9677225;52.3152505;3.54
4.848873;52.3793065;2.168
4.944281;52.4030995;5.49
4.8498065;52.3794935;6.907
4.831812;52.3531035;5.433
4.8887375;52.33177;2.438
4.987003;52.2970695;3.1
4.888739;52.3309115;2.773
4.83984;52.3687245;7.521
4.903133;52.343973;5.469
4.8783495;52.3769115;6.766
4.888746;52.3300535;2.071
4.9271965;52.368992;3.485
4.946342;52.4022715;5.574
4.8863695;52.331284;4.07
4.8872315;52.330006;4.245
4.893213;52.4131835;2.677
4.83294;52.3503285;7.233
4.9426875;52.399273;4.868
4.8836;52.389841;2.924
4.8849;52.330311;4.383
4.8921865;52.4136695;3.382
4.957538;52.390392;4.456
4.886367;52.3303125;4.942
4.846281;52.3897345;1.853
4.885763;52.3299925;4.373
4.970367;52.3161735;2.419
4.884298;52.3299905;4.846
4.877665;52.326664;5.338
4.8130435;52.374086;5.984
4.876284;52.3255235;6.44
4.877721;52.325548;5.93
4.876228;52.326637;6.306
4.8283245;52.3495905;4.881
4.941005;52.4044095;5.505
4.829155;52.3654615;3.677
4.849345;52.3794005;2.671
4.897342;52.3794725;7.683
4.9426485;52.4037515;5.431
4.7779795;52.3519515;3.403
4.9770805;52.295067;3.082
4.8310385;52.3654805;2.483
4.8507635;52.3796595;2.525
4.828213;52.36545;3.734
4.915607;52.392864;3.049
4.919391;52.409588;3.676
4.9262095;52.343178;5.35
4.7769645;52.35236;3.926
4.8841415;52.412012;4.539
4.9571275;52.3937625;4.565
4.9577855;52.3928665;4.916
4.8722865;52.3639295;3.044
4.813199;52.342764;2.793
4.919951;52.3710445;3.258
4.831784;52.3540495;5.176
4.94714;52.303568;5.907
4.9205555;52.3714255;3.853
4.87474;52.3312435;4.506
4.960679;52.3911915;5.183
4.8359925;52.351078;4.61
4.868797;52.362158;3.001
4.9570435;52.390228;4.924
4.910066;52.3697605;4.465
4.9183225;52.3876055;4.982
4.977478;52.295506;3.398
4.87033;52.331236;5.393
4.873265;52.331242;4.721
4.831751;52.3549995;5.233
4.871797;52.33124;4.491
4.918435;52.3522395;4.869
4.799861;52.364456;6.531
4.936625;52.346748;5.735
4.793278;52.347147;2.679
4.892785;52.403282;2.997
4.7940515;52.346838;2.369
4.7925045;52.347456;2.615
4.873908;52.3252105;4.814
4.8423435;52.378933;2.005
4.7749285;52.353174;3.209
4.869169;52.3790855;3.642
4.7977775;52.3628255;5.362
4.9160005;52.369406;3.956
4.830702;52.3746205;6.922
4.9756805;52.2920915;3.383
4.9721485;52.323435;7.861
4.9179125;52.3876495;5.63
4.9174615;52.3515125;5.301
4.8904355;52.414492;2.539
4.8914695;52.414003;3.726
4.775943;52.352768;3.631
4.88497;52.4125155;4.63
4.9279245;52.394859;4.018
4.8072265;52.3470115;3.321
4.91232;52.404423;5.829
4.9109555;52.3881225;5.632
4.9432705;52.401409;5.804
4.8778075;52.3252585;5.365
4.8208565;52.375786;4.761
4.872471;52.3251835;6.884
4.876372;52.3252295;6.891
4.870931;52.3789195;2.781
4.8211125;52.3790035;7.341
4.8958285;52.4224585;2.861
4.9683985;52.320217;3.532
4.913406;52.405325;5.79
4.930522;52.3989735;4.89
4.8763155;52.3263435;6.839
4.9446725;52.34351;6.405
4.836017;52.3492565;4.31
4.877751;52.3263725;5.387
4.9425055;52.400696;4.515
4.872506;52.3646085;5.417
4.928483;52.3370645;4.555
4.843095;52.3475495;5.369
4.8275075;52.3632545;5.978
4.8019245;52.345564;2.415
4.844429;52.3475575;6.641
4.928794;52.397615;4.528
4.914388;52.3932555;3.968
4.884468;52.3254145;4.298
4.8857615;52.326828;5.501
4.7954835;52.358362;5.111
4.8843805;52.3256875;4.318
4.835996;52.350151;4.142
4.885904;52.3254415;5.654
4.885848;52.3265575;5.462
4.836075;52.347471;6.506
4.88441;52.3265285;4.711
4.805076;52.378134;6.063
4.873851;52.3263245;5.72
4.891708;52.41276;5.9
4.860481;52.38019;5.237
4.884324;52.3268015;4.213
4.8848215;52.3870125;3.145
4.9183305;52.409397;3.188
4.8121655;52.377125;4.873
4.8282615;52.3748205;4.597
4.8724145;52.3262975;4.749
4.805522;52.3554345;3.767
4.8360495;52.3483655;6.37
4.9165935;52.3694475;2.129
4.922432;52.364563;2.446
4.791105;52.357479;5.211
4.9388625;52.4041465;4.044
4.8532345;52.3364275;1.388
4.890467;52.4140205;3.403
4.885212;52.417753;2.21
4.8316145;52.3744795;6.058
4.8315885;52.388382;4.369
4.8852505;52.4127575;4.706
4.885818;52.325714;5.841
4.8074345;52.35614;3.731
4.906392;52.3599965;1.563
4.916681;52.3721085;1.946
4.79257;52.3577785;5.991
4.919637;52.387329;3.234
4.85122;52.3797115;2.041
4.8516785;52.3798025;5.842
4.994886;52.293457;3.504
4.8320785;52.371458;3.555
4.8059965;52.382082;2.679
4.891878;52.4080145;3.043
4.782396;52.3513485;3.034
4.9194435;52.3866825;3.754
4.8374835;52.35277;3.93
4.8662905;52.3690665;2.687
4.8249845;52.3741415;5.186
4.8261995;52.373953;5.406
4.8390795;52.352793;3.404
4.8676945;52.3938235;7.549
4.800008;52.3629265;3.83
4.8237665;52.3743325;5.698
4.7834045;52.3509275;2.687
4.8382855;52.352779;3.8
4.831014;52.3477575;5.85
4.9401295;52.3123265;1.148
4.803282;52.3755705;4.6
4.9379495;52.4010565;5.214
4.8935855;52.4085365;3.479
4.8132525;52.345995;3.105
4.9277245;52.3785685;3.291
4.9184695;52.36787;3.005
4.8380965;52.3959675;1.362
4.8997875;52.4045775;2.742
4.9183665;52.382284;3.818
4.9094595;52.377182;1.158
4.866251;52.3264315;3.596
4.8103425;52.3752805;3.285
4.9016915;52.370636;3.66
4.905815;52.353739;3.738
4.794027;52.3580665;5.915
4.9387385;52.401756;3.176
4.8117155;52.3749125;5.668
4.917329;52.393824;3.996
4.8568895;52.331442;5.763
4.841121;52.3637425;7.499
4.923848;52.370123;4.358
4.798514;52.3641815;6.638
4.8326705;52.385374;3.239
4.9403775;52.35087;5.881
4.951583;52.300182;2.67
4.804502;52.37545;4.222
4.938002;52.4034785;4.723
4.8546195;52.3699455;3.119
4.965108;52.3211195;3.708
4.9162155;52.395445;5.239
4.83345;52.385378;3.987
4.921908;52.387529;6.853
4.9529465;52.398081;4.842
4.8415675;52.36207;6.691
4.8800045;52.3325575;3.725
4.8800145;52.3299105;3.674
4.953728;52.395372;2.544
4.8225115;52.3762835;4.136
4.9548165;52.393902;2.629
4.821401;52.376459;4.717
4.8407705;52.362261;5.154
4.82293;52.3771895;4.012
4.88164;52.33342;3.12
4.820711;52.377537;4.646
4.8218195;52.3773635;4.326
4.8421845;52.381195;6.482
4.925383;52.3945485;3.696
4.942124;52.398785;3.741
4.8039545;52.3781795;6.837
4.838735;52.364874;2.726
4.937136;52.4028035;4.186
4.9766405;52.295435;2.758
4.820294;52.3766385;4.73
4.9764265;52.2990855;3.431
4.9341395;52.3481195;7.193
4.8393145;52.3910465;3.427
4.871502;52.333986;5.201
4.890147;52.413496;3.899
4.800004;52.358742;6.256
4.8533345;52.3358575;1.805
4.8436915;52.347765;6.026
4.812866;52.344013;2.402
4.812891;52.343319;2.255
5.009809;52.3510705;2.39
4.83201;52.350727;4.285
4.879445;52.3722115;4.153
4.825572;52.375578;4.642
4.8423585;52.3477555;5.005
4.7904795;52.3819005;3.997
4.826621;52.375414;4.28
4.965934;52.3207895;3.966
4.836136;52.365307;4.34
4.8416165;52.3605465;6.825
4.8194115;52.3802585;5.093
4.8450265;52.3477745;6.368
4.919152;52.4062805;4.099
4.7836175;52.3531265;3.224
4.938811;52.3763845;2.629
4.8840885;52.386221;7.128
4.924226;52.3898085;4.532
4.919098;52.4055575;4.179
4.9004945;52.3407955;7.471
4.896737;52.423542;3.47
4.826465;52.375124;4.352
4.940685;52.350395;5.972
4.896944;52.423271;3.018
4.8096095;52.3741685;5.991
4.8189635;52.344923;2.423
4.870033;52.333982;5.48
4.9212165;52.3469125;4.053
4.9179115;52.4059065;4.093
4.840823;52.3607445;5.279
4.925498;52.3650015;2.697
4.853507;52.335289;1.925
4.8259845;52.3799;4.343
4.838862;52.361055;6.383
4.822864;52.3826695;5.932
4.7986715;52.381294;3.478
4.799851;52.381985;3.047
4.79864;52.381966;3.483
4.801063;52.382006;3.26
4.920176;52.3878155;6.642
4.786172;52.352095;3.356
4.9129475;52.3370325;6.397
4.813463;52.344021;2.515
4.7707305;52.3517075;2.389
4.87783;52.4174005;4.774
4.813488;52.3433265;2.096
4.7712665;52.352207;2.505
4.7716215;52.352539;2.254
4.771882;52.352783;2.81
4.78567;52.352297;3.783
4.770998;52.3519555;2.575
4.786464;52.3519745;3.018
4.830131;52.3642945;2.063
4.830124;52.3645075;2.34
4.8824615;52.390005;3.19
4.770469;52.3514615;2.506
4.8305795;52.357218;4.885
4.8142005;52.3742235;4.514
4.843271;52.38122;5.487
4.7999045;52.381313;3.054
4.805565;52.3513185;4.137
4.7839805;52.3529795;3.221
4.7971485;52.363989;5.84
4.9084405;52.358044;2.904
4.8125455;52.354113;6.233
4.813674;52.354345;6.6
4.826555;52.3769245;4.48
4.8939655;52.422508;3.985
4.825455;52.375288;4.129
4.9479195;52.3425385;5.016
4.932225;52.400116;4.488
4.8937585;52.422783;3.585
4.815087;52.342859;2.135
4.881618;52.382719;5.804
4.828966;52.37686;4.404
4.8044315;52.35108;4.772
4.783114;52.353321;3.744
4.8299575;52.3763945;4.68
4.8018555;52.345827;2.851
4.8007835;52.361206;5.239
4.920198;52.3871745;3.045
4.8147785;52.3476335;3.673
4.803891;52.352087;4.518
4.785298;52.3524475;3.403
4.9447295;52.31044;5.124
4.8941535;52.417057;5.14
4.8816395;52.3327005;3.246
4.9154495;52.3862495;3.204
4.8151645;52.37352;4.556
4.9076195;52.3585495;3.102
4.8708695;52.333866;4.64
4.840015;52.3648795;3.174
4.852336;52.3785665;6.808
4.8132035;52.3780095;4.216
4.8014845;52.345028;2.716
4.814813;52.354574;4.077
4.889646;52.3875195;3.106
4.8295945;52.374939;4.337
4.966126;52.302601;3.149
4.832284;52.357233;4.418
4.8050145;52.3523105;4.057
4.9203465;52.363871;4.952
4.801202;52.3603705;6.045
4.8923725;52.405155;1.353
4.962691;52.319435;3.777
4.887861;52.420824;4.768
4.806072;52.3831465;4.885
4.802558;52.360647;6.304
4.8723375;52.333868;5.856
4.9447345;52.339991;5.827
4.846059;52.3802875;6.367
4.829183;52.3644965;2.15
4.837594;52.361076;6.018
4.875005;52.361067;7.498
4.9395065;52.402454;4.103
4.8140695;52.3736725;5.896
4.932092;52.3484935;6.792
4.8014855;52.357479;5.898
4.888205;52.387926;2.602
4.911639;52.3601055;3.334
4.890792;52.4192315;4.524
4.8021825;52.3576205;5.238
4.9215155;52.373146;4.063
4.800789;52.3573365;5.438
4.960201;52.314562;2.119
4.947544;52.342211;6.936
4.934442;52.3497775;6.398
4.8294515;52.3746495;4.872
4.8898605;52.3845615;2.951
4.9098705;52.3895895;5.026
4.9336145;52.3493235;6.576
4.8062345;52.378712;3.409
4.798297;52.3742215;5.252
4.812577;52.3780705;4.162
4.8048875;52.356617;6.147
4.8040365;52.351738;4.224
4.7889815;52.3541715;4.231
4.794901;52.375452;4.906
4.910124;52.3883535;5.461
4.8074415;52.3524245;6.917
4.964475;52.32008;3.792
4.937033;52.372763;2.511
4.8997995;52.343149;2.367
4.801121;52.381332;3.45
4.827621;52.37673;4.618
4.8880365;52.419361;4.747
4.8009385;52.3756445;7.778
4.8010865;52.3761695;7.219
4.9676695;52.29339;3.157
4.801543;52.345293;2.537
4.7986435;52.378849;3.124
4.79981;52.378868;3.687
4.79984;52.378218;3.358
4.798702;52.377548;3.067
4.871776;52.3923815;6.752
4.799869;52.377569;3.201
4.7986725;52.378199;3.701
4.9678955;52.322157;3.718
4.8288605;52.3765355;4.2
4.8670985;52.326078;4.239
4.799842;52.360096;6.205
4.8067;52.351551;5.68
4.985469;52.295338;4
4.920103;52.3866785;3.533
4.802331;52.380716;2.304
4.9752945;52.2987235;3.768
4.8661105;52.323948;3.644
4.923129;52.372349;3.951
4.9108415;52.388294;4.022
4.9465395;52.3033005;3.975
4.9232715;52.389156;4.7
4.801222;52.3766865;7.186
4.829189;52.3642805;2.099
4.9306035;52.306963;1.293
4.799461;52.375986;6.478
4.9444565;52.3109265;2.21
4.855032;52.3791165;5.698
4.934699;52.3690565;5.503
4.8159605;52.38373;5.284
4.785863;52.358715;6.941
4.815497;52.3777695;3.524
4.8166025;52.3776585;3.092
4.7779895;52.355373;3.938
4.8145075;52.383707;5.938
4.9406205;52.3773;3.103
4.8144005;52.3778805;3.243
4.8291275;52.3598555;5.731
4.786507;52.358845;6.917
4.7852195;52.358587;6.982
4.8146845;52.348917;3.765
4.7792015;52.354883;3.489
4.8130545;52.383684;5.501
4.777201;52.355692;3.319
4.968127;52.29348;3.186
4.8290695;52.361786;5.146
4.8115305;52.3781625;3.62
4.9150805;52.3951495;3.882
4.8997245;52.4095515;5.599
4.9338735;52.348898;6.153
4.8466315;52.3802815;6.434
4.824618;52.354179;6.761
4.807292;52.352772;6.707
4.80212;52.361481;4.541
4.8671965;52.327223;3.312
4.940386;52.34873;5.562
4.7994295;52.360939;5.59
4.813917;52.3731595;4.753
4.77971;52.3546845;3.846
4.824439;52.3802815;4.687
4.9356205;52.347511;6.211
4.9323525;52.348055;5.473
4.9476855;52.3047195;4.231
4.920035;52.38768;6.425
4.9347055;52.3493575;6.629
4.7989255;52.3760395;6.014
4.8722615;52.390787;2.389
4.794389;52.3746075;4.421
4.8954855;52.42292;3.678
4.7851455;52.3546065;4.441
4.9154505;52.39501;4.659
4.8952795;52.4231855;3.722
4.777471;52.355587;3.766
4.934449;52.344822;5.493
4.8436385;52.380186;5.177
4.8846445;52.4124125;5.725
4.8211715;52.35524;7.691
4.8051705;52.3519685;4.187
4.8167615;52.3439255;2.622
4.797849;52.363861;6.038
4.8800005;52.3336125;3.405
5.011212;52.3486365;1.511
4.925724;52.3941935;4.328
4.7992005;52.364143;6.42
4.907158;52.3902645;6.674
4.976526;52.289467;3.782
4.8130845;52.381512;6.89
4.813105;52.381029;5.912
4.813062;52.381994;6.929
4.9332685;52.345558;5.726
4.853009;52.3830355;5.724
4.8130185;52.3829595;5.95
4.8120215;52.3781735;3.263
4.839403;52.3903905;3.574
4.806149;52.3525445;5.166
4.882189;52.4129335;4.51
4.829091;52.3608135;5.85
4.8686795;52.3942965;1.173
4.8130405;52.382475;5.519
4.94357;52.3399985;5.478
4.8540725;52.3830565;4.28
4.7986965;52.3806955;3.208
4.827958;52.3598385;5.451
4.7788565;52.3550245;3.796
4.963222;52.298315;5.765
4.9541915;52.3945675;2.942
4.970814;52.2912275;3.401
4.9439095;52.339926;4.497
4.845152;52.400616;1.538
4.8005425;52.364416;6.656
4.8237945;52.353134;6.324
4.896819;52.347439;4.696
4.789511;52.353266;4.79
4.799991;52.375931;6.036
4.8361005;52.3671455;4.309
4.8066565;52.3458805;3.927
4.9361765;52.376892;3.872
4.8876535;52.4116195;6.956
4.883179;52.4137325;4.56
4.963444;52.321096;3.248
4.8828805;52.413502;4.187
4.831511;52.3795755;7.298
4.9406795;52.4009725;5.76
4.832768;52.3793775;5.419
4.9395705;52.3999325;5.879
4.8850845;52.422453;3.829
4.9768965;52.2971475;3.201
4.8217635;52.35408;7.824
4.8233625;52.3539295;6.017
4.7783235;52.3552415;3.774
4.93994;52.40028;5.446
4.9448875;52.3997995;5.692
4.8208825;52.3819005;6.09
4.94527;52.4001565;5.66
4.9162435;52.386795;4.21
4.89095;52.41778;4.626
4.910779;52.3893435;6.616
4.81438;52.3818515;4.598
4.9403095;52.4006275;5.495
4.8279055;52.361767;5.382
4.981607;52.3161815;3.488
4.8220215;52.353651;6.412
4.8137805;52.3780005;3.365
4.92174;52.3471125;3.89
4.884757;52.3876495;4.061
4.827928;52.3608055;5.662
4.9169745;52.3938655;3.926
4.9521145;52.364832;7.616
4.926692;52.343252;5.131
4.795397;52.374548;5.699
4.9462815;52.37665;2.792
4.9159675;52.3829615;3.355
4.802261;52.3820975;2.354
4.8805655;52.4137;5.633
4.95394;52.3949435;2.272
4.821596;52.354452;7.08
4.9544815;52.3942055;2.263
4.8075085;52.346052;3.556
4.951924;52.393442;4.016
4.902812;52.419203;3.678
4.9173815;52.409771;3.704
4.9078615;52.357912;5.897
4.912149;52.4040375;5.388
4.912179;52.4069825;4.288
4.9234635;52.3704185;2.017
4.95043;52.3938845;4.449
4.8412425;52.3628255;6.725
4.9842285;52.3170815;3.742
4.8894625;52.385767;4.593
4.8775975;52.4169505;4.321
4.975264;52.3140065;3.068
4.841268;52.361315;6.925
4.8435345;52.373665;4.453
4.9667565;52.293335;3.975
4.943469;52.306347;3.348
4.7983895;52.376093;6.503
4.871758;52.332546;4.879
4.8990775;52.3413585;5.564
4.9441235;52.306572;3.104
4.9438765;52.305902;3.961
4.9487845;52.3943805;3.387
4.872349;52.3325445;4.771
4.944537;52.3061295;2.824
4.849838;52.3574635;3.849
4.9212335;52.3528805;4.281
4.8697175;52.379545;3.588
4.9349065;52.34544;5.116
4.822169;52.353289;6.43
4.9728115;52.311758;4.557
4.886834;52.333439;3.868
4.900793;52.4116955;5.35
4.910868;52.4058895;5.311
4.900388;52.410774;5.903
4.8155865;52.3818725;4.457
4.8202575;52.3763255;4.655
4.9173245;52.3839375;3.517
4.9629845;52.3905945;5.664
4.9094105;52.389702;6.963
4.829116;52.3615685;5.784
4.9156905;52.3827665;3.631
4.916631;52.383442;3.141
4.9472945;52.3948285;3.85
4.7845125;52.352766;3.804
4.8291745;52.359642;5.166
4.9163595;52.3832475;3.21
4.827943;52.3615475;5.206
4.977961;52.3149335;3.721
4.936725;52.347082;6.736
4.917027;52.383728;3.479
4.9098255;52.4064465;5.336
4.7948795;52.353258;3.746
4.9540895;52.397768;4.177
4.9228015;52.342945;4.814
4.832876;52.380144;5.86
4.7963415;52.3744145;5.173
4.8795;52.4172915;4.922
4.822853;52.376875;4.897
4.816732;52.3831065;4.386
4.911146;52.4075395;4.103
4.8155185;52.3830835;4.011
4.8206355;52.377224;4.339
4.8217435;52.3770485;4.565
4.870296;52.332541;4.927
4.955107;52.3974645;4.604
4.814303;52.3830645;4.121
4.832471;52.3809815;5.157
4.784777;52.3526645;3.288
4.9143555;52.381708;2.766
4.797354;52.3743535;4.826
4.954738;52.2987975;2.273
4.9718555;52.2897775;4.598
4.882992;52.387602;1.887
4.7887865;52.3489555;3.518
4.941357;52.299612;5.562
4.9672055;52.293423;3.488
4.908652;52.390543;5.872
4.875297;52.332546;3.896
4.970784;52.300562;6.898
4.8330275;52.3808935;5.486
4.8213215;52.354872;7.029
4.9055505;52.350445;6.145
4.8151975;52.37302;5.162
4.970184;52.302599;2.505
4.8804125;52.3934305;2.993
4.843435;52.3728485;4.742
4.879788;52.3931275;2.249
4.886414;52.3325615;4.44
4.8291465;52.3606035;5.519
4.884351;52.3325595;3.546
4.824763;52.353815;7.215
4.9352255;52.3456365;6.004
4.8231295;52.3838235;5.65
4.873824;52.332548;4.135
4.946817;52.3431835;6.766
4.801153;52.3807355;3.177
4.8849465;52.3325595;4.228
4.8254205;52.3838615;5.72
4.887313;52.3325635;4.096
4.8858165;52.3325615;4.501
4.9467295;52.3405685;5.768
4.882881;52.3325595;3.091
4.883481;52.3325595;3.108
4.8181075;52.380745;6.614
4.8694215;52.332539;4.351
4.799934;52.3807165;3.462
4.8017985;52.3460525;2.91
4.8019065;52.3472805;2.65
4.9525085;52.3918475;4.477
4.8280075;52.3596285;5.186
4.847759;52.380436;5.827
4.951015;52.392292;4.248
4.9765445;52.3123475;4.644
4.827973;52.360584;5.809
4.946379;52.393673;4.999
4.9904105;52.2906265;3.754
4.9478715;52.3932265;4.937
4.9495225;52.3927345;4.955
4.830992;52.3789675;4.749
4.7954585;52.3620775;3.492
4.83223;52.3743665;6.461
4.898641;52.341379;6.825
4.8024245;52.3756675;4.932
4.831573;52.3788755;4.894
4.946311;52.3041325;3.659
4.9292915;52.3780995;3.492
4.9279605;52.3916915;4.292
4.892846;52.375183;4.491
4.8425455;52.3802545;6.798
4.881382;52.4176785;3.574
4.902233;52.339857;5.012
4.939325;52.396652;5.493
4.9132675;52.4049225;5.728
4.773841;52.3563195;4.223
4.912279;52.405596;5.846
4.8843255;52.386898;4.051
4.8235155;52.3535615;6.89
4.923694;52.3702835;5.332
4.79414;52.353111;3.637
4.8254005;52.3798615;4.502
4.94267;52.342138;6.455
4.7934015;52.352961;3.615
4.8538195;52.3794595;4.63
4.8248675;52.3799455;4.219
4.911752;52.405834;4.221
4.9460985;52.342758;6.249
4.973742;52.3123395;4.514
4.7902365;52.380741;3.668
4.790291;52.3789005;3.233
4.881364;52.4164165;5.013
4.8462325;52.375986;4.667
4.7902625;52.3798655;3.287
4.851103;52.3963125;7.186
4.817091;52.377676;4.081
4.9146785;52.3817255;3.578
4.8159855;52.377785;4.695
4.9519855;52.298355;5.368
4.8391585;52.3635825;5.028
4.975518;52.310816;4.522
4.8171775;52.382645;4.504
4.87089;52.3325425;4.148
4.873221;52.332548;4.418
4.8242305;52.3836365;5.469
4.8148805;52.3778955;4.13
4.935711;52.3490545;6.367
4.950343;52.298332;5.78
4.9292585;52.3918365;3.531
4.8253765;52.383656;5.812
4.814749;52.3826045;4.542
4.831243;52.350523;5.969
4.8163185;52.3729;4.404
4.823928;52.35281;7.775
4.900129;52.4104745;5.712
4.7993045;52.374159;4.723
4.923139;52.373064;2.949
4.823086;52.383617;5.856
4.9505095;52.296724;3.204
4.7908445;52.3789045;3.52
4.933752;52.3464315;5.989
4.8151975;52.3813875;4.924
4.94922;52.30633;5.088
4.876303;52.3903545;2.97
4.8949435;52.3412385;3.057
4.790791;52.380747;3.745
4.8522675;52.3963315;6.2
4.8390925;52.3686845;7.069
4.790816;52.379871;3.011
4.814538;52.3460655;3.22
4.944767;52.3391745;5.09
4.909804;52.355129;4.962
4.9496695;52.3405075;5.389
4.946609;52.303799;4.233
4.875886;52.3274845;4.712
4.9921135;52.292147;3.838
4.9419755;52.368458;2.733
4.838049;52.3688165;7.283
4.896374;52.372946;2.463
4.804813;52.3830185;4.614
4.803544;52.382998;4.238
4.9273055;52.3575495;6.526
4.797867;52.3761195;6.845
4.7956985;52.356472;3.465
4.8746875;52.33255;4.664
4.8872895;52.33132;4.938
4.91119;52.404694;5.544
4.966557;52.302059;4.734
4.7724365;52.353125;2.762
4.9426935;52.3400785;3.805
4.910666;52.404932;5.274
4.9084645;52.355217;3.513
4.9609125;52.317377;3.768
4.8568645;52.332224;3.219
4.9152845;52.382511;6.146
4.898627;52.4080145;3.314
4.9409995;52.3110335;5.934
4.7805225;52.3509425;3.306
4.801893;52.3906325;1.575
4.9459075;52.3923305;4.755
4.9718805;52.2914635;3.258
4.818294;52.345079;2.788
4.8354045;52.358751;5.284
4.967281;52.302763;3.298
4.8139815;52.381384;4.566
4.9492065;52.341505;5.228
4.9659505;52.2980635;4.575
4.841251;52.3685625;7.424
4.922843;52.372875;2.426
4.8821495;52.3275375;4.017
4.8859335;52.3275735;4.668
4.937198;52.3932075;2.455
4.923521;52.373318;3.012
4.9367015;52.368887;3.092
4.8107445;52.374157;6.107
4.964332;52.2969535;5.109
4.836046;52.358759;5.536
4.847244;52.380402;5.3
4.964762;52.2964765;5.586
4.8821485;52.4171905;2.857
4.8744165;52.3812755;2.164
4.9635185;52.2978475;5.29
4.9261655;52.342396;5.553
4.8798275;52.3275205;4.814
4.887325;52.3303085;4.221
4.928503;52.3782695;3.361
4.881156;52.4140455;4.444
4.966765;52.2971685;5.666
4.92152;52.3720475;2.649
4.951252;52.3055515;7.16
4.950823;52.3060185;7.657
4.823917;52.356623;4.92
4.9222615;52.3725125;2.36
4.805864;52.35639;6.395
4.977579;52.2934915;2.927
4.8320345;52.360247;5.937
4.900897;52.343073;2.253
4.9765215;52.3112355;4.314
4.926992;52.345083;2.548
4.966381;52.2975885;4.028
4.915363;52.3435;2.555
4.9639475;52.2973705;5.525
4.9333905;52.3477595;6.145
4.9677825;52.30212;3.787
4.9186485;52.4099655;3.367
4.926629;52.3373355;3.999
4.9712185;52.300184;5.424
4.783129;52.349867;3.686
4.9481615;52.3074495;4.145
4.8809465;52.4138795;4.116
4.80343;52.3736455;4.146
4.921965;52.372324;2.628
4.9151635;52.381754;6.863
4.8144685;52.3440245;2.684
4.815496;52.353571;4.178
4.9735105;52.2892555;3.335
4.968015;52.3018515;3.199
4.8892985;52.3845635;3.261
4.9798715;52.3172095;7.902
4.945391;52.3428005;6.167
4.8055355;52.3734415;4.142
4.8373105;52.358772;5.932
4.987023;52.291447;3.89
4.8119815;52.375931;6.668
4.92455;52.3890115;4.14
4.918966;52.370678;3.399
4.8039605;52.383465;3.923
4.814362;52.353342;5.991
4.822212;52.3572575;5.489
4.8379425;52.358784;5.911
4.775572;52.3541795;3.494
4.9211305;52.3718125;2.787
4.831314;52.375774;5.397
4.827321;52.3752;6.701
4.8366805;52.358765;5.474
4.967439;52.3220045;3.289
4.945024;52.341673;6.665
4.8526045;52.3771135;6.822
4.945892;52.3421915;6.976
4.831965;52.362549;6.034
4.804586;52.377802;7.059
4.8064865;52.3836995;3.932
4.968215;52.2927205;3.863
4.9246615;52.393629;3.944
4.814492;52.3433455;2.27
4.833838;52.3786105;2.711
4.945216;52.339308;4.197
4.8302305;52.38138;3.699
4.8348975;52.3784445;3.426
4.889423;52.4130805;3.144
4.7990805;52.364933;6.745
4.9717845;52.300907;5.027
4.80523;52.3834935;3.636
4.832447;52.3756065;5.809
4.79636;52.3643875;5.761
4.911009;52.3903085;6.551
4.8284925;52.375317;4.983
4.8268485;52.381239;5.235
4.9908855;52.2923375;3.944
4.9116355;52.3699075;6.327
4.8132245;52.3531135;6.347
4.8413255;52.3511715;3.343
4.775844;52.3540645;3.964
4.8224665;52.375967;4.97
4.7966125;52.3417815;6.3
4.797725;52.3646565;6.764
4.8838235;52.3621785;7.051
4.954727;52.3916915;4.36
4.9434845;52.3421135;6.399
4.9222535;52.3718565;3.631
4.8482435;52.3820685;3.41
4.776749;52.353405;3.745
4.78373;52.3523845;2.514
4.9775415;52.289795;4.136
4.8769985;52.334;4.88
4.849368;52.376463;6.014
4.9222625;52.347311;3.32
4.831305;52.38121;5.452
4.821517;52.383007;5.356
4.805894;52.377241;2.159
4.9731705;52.299322;3.111
4.9782155;52.3271905;4.142
4.8101535;52.346682;2.571
4.7845205;52.352066;2.034
4.8542745;52.394787;3.891
4.925802;52.373373;3.378
4.947415;52.339941;4.938
4.9165935;52.393898;2.526
4.851218;52.376833;6.274
4.9846275;52.291868;4.308
4.808797;52.3543415;3.943
4.856002;52.341591;6.307
4.914069;52.3976425;3.758
4.8929785;52.4120385;2.655
4.831354;52.3760985;5.407
4.968441;52.2936805;2.055
4.797532;52.354658;3.889
4.8800195;52.331747;3.561
4.8304855;52.356699;4.4
4.9087545;52.3851315;3.125
4.8035305;52.374245;4.081
4.9722855;52.291542;3.388
4.8385655;52.358782;5.932
4.9419885;52.367769;2.801
4.8284275;52.366537;3.632
4.9510815;52.393444;4.586
4.840494;52.3775675;7.623
4.969829;52.293785;4.436
4.802463;52.3743495;4.865
4.814346;52.347765;2.03
4.8045675;52.3741455;4.534
